User,Card,Date,Amount,Use Chip,Merchant City,Merchant State,Zip,MCC
0,0,2010-1-20,$135.13 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-1-20,$40.76 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-1-22,$69.44 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-1-25,$53.83 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-1-26,$44.55 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-1-26,$25.42 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-1-28,$33.06 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2010-1-30,$167.41 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-1-30,$5.64 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-1-31,$10.92 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-1-31,$49.14 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2010-2-1,$5.94 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-2-3,$132.38 ,Online Transaction,ONLINE,,,5311
0,0,2010-2-5,$17.18 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-2-6,$93.29 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-2-6,$35.50 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-2-6,$37.44 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-2-10,$115.67 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-2-11,$45.30 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-2-11,$141.95 ,Online Transaction,ONLINE,,,4900
0,0,2010-2-13,$211.91 ,Online Transaction,ONLINE,,,4814
0,0,2010-2-15,$96.15 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-2-15,$53.08 ,Swipe Transaction,La Verne,CA,91750.0,5193
0,0,2010-2-17,$1.52 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-2-19,$103.89 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-2-23,$140.18 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-2-23,$39.32 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-2-23,$10.99 ,Swipe Transaction,Mira Loma,CA,91752.0,5812
0,0,2010-2-24,$106.64 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-2-26,$101.00 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2010-3-2,$139.75 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-3-3,$141.59 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-3-4,$39.50 ,Swipe Transaction,Ontario,CA,91761.0,5211
0,0,2010-3-5,$123.13 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-3-5,$140.00 ,Swipe Transaction,Mira Loma,CA,91752.0,4829
0,0,2010-3-7,$38.43 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-3-8,$43.37 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-3-11,$143.78 ,Swipe Transaction,Mira Loma,CA,91752.0,4814
0,0,2010-3-13,$35.27 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-3-19,$40.97 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-3-20,$39.92 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-3-22,$124.22 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2010-3-25,$153.68 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-3-26,$66.38 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-3-29,$52.61 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-3-30,$42.03 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-3-31,$16.69 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-4-1,$44.81 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-4-1,$38.24 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-4-3,$176.03 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-4-5,$152.11 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-4-5,$34.40 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-4-6,$27.61 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-4-6,$63.07 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-4-6,$37.16 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-4-7,$70.38 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-4-7,$33.53 ,Swipe Transaction,La Verne,CA,91750.0,7230
0,0,2010-4-8,$97.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-4-8,-$97.00,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-4-8,$70.11 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-4-10,$39.96 ,Online Transaction,ONLINE,,,5311
0,0,2010-4-12,-$97.00,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-4-12,$97.00 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-4-12,$59.32 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-4-13,$148.90 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-4-13,$132.12 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2010-4-15,$38.65 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-4-19,$29.25 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-4-20,$36.54 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-4-20,$80.00 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-4-20,-$80.00,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-4-21,$42.36 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-4-24,$146.30 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-4-25,$41.33 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-4-25,$36.93 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-4-27,$171.64 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-4-27,$119.02 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-5-4,$43.06 ,Swipe Transaction,Rancho Palos Verdes,CA,90275.0,5411
0,0,2010-5-7,$130.92 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-5-7,$30.35 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-5-11,$35.42 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-5-12,$42.95 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-5-12,$33.12 ,Online Transaction,ONLINE,,,4814
0,0,2010-5-13,$39.24 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-5-13,$1.23 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-5-14,$73.04 ,Swipe Transaction,La Verne,CA,91750.0,5211
0,0,2010-5-15,$151.89 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-5-16,$145.66 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-5-17,$55.70 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-5-18,$53.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-5-18,-$53.00,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-5-18,$45.54 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-5-18,$74.12 ,Swipe Transaction,Spring Valley,CA,91978.0,5311
0,0,2010-5-22,$95.00 ,Swipe Transaction,Helendale,CA,92342.0,5541
0,0,2010-5-22,-$95.00,Swipe Transaction,Helendale,CA,92342.0,5541
0,0,2010-5-22,$55.88 ,Swipe Transaction,Helendale,CA,92342.0,5541
0,0,2010-5-23,$144.76 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-5-25,$33.49 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-5-28,$96.04 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-6-3,$44.87 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-6-4,$34.59 ,Online Transaction,ONLINE,,,4814
0,0,2010-6-6,$60.60 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2010-6-7,$40.00 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-6-10,$5.29 ,Online Transaction,ONLINE,,,5815
0,0,2010-6-10,$76.71 ,Swipe Transaction,La Verne,CA,91750.0,5812
0,0,2010-6-12,$81.49 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-6-14,$67.86 ,Swipe Transaction,Mira Loma,CA,91752.0,5812
0,0,2010-6-15,$373.00 ,Swipe Transaction,Florence,SC,29505.0,3390
0,0,2010-6-18,$131.77 ,Swipe Transaction,Florence,SC,29505.0,3390
0,0,2010-6-18,$44.65 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-6-18,-$373.00,Swipe Transaction,Florence,SC,29505.0,3390
0,0,2010-6-18,$6.25 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-6-20,$17.01 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-6-21,$51.39 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-6-23,$140.85 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2010-6-23,$140.55 ,Online Transaction,ONLINE,,,5311
0,0,2010-6-23,$39.60 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-6-23,$45.73 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-6-24,$42.54 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-6-27,$26.04 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-6-27,$62.16 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-6-28,$88.19 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-6-28,$83.54 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-6-29,$37.27 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-6-30,$65.12 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2010-7-1,$58.92 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-7-4,$68.13 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-7-6,$117.31 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-7-6,$48.23 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-7-6,$35.67 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-7-8,$39.07 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-7-12,$30.68 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-7-14,$147.30 ,Swipe Transaction,Marlton,NJ,8053.0,5912
0,0,2010-7-15,$10.24 ,Swipe Transaction,Marlton,NJ,8053.0,5411
0,0,2010-7-15,$12.76 ,Swipe Transaction,Marlton,NJ,8053.0,5411
0,0,2010-7-17,$36.14 ,Swipe Transaction,Mount Holly,NJ,8060.0,7538
0,0,2010-7-20,$122.07 ,Swipe Transaction,Marlton,NJ,8053.0,5912
0,0,2010-7-20,$3.89 ,Online Transaction,ONLINE,,,5815
0,0,2010-7-25,$125.32 ,Swipe Transaction,Marlton,NJ,8053.0,5411
0,0,2010-7-25,$35.17 ,Online Transaction,ONLINE,,,4814
0,0,2010-7-29,$35.20 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-7-29,$35.63 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-7-31,$31.78 ,Swipe Transaction,La Verne,CA,91750.0,5813
0,0,2010-8-2,$33.06 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-8-4,$191.89 ,Online Transaction,ONLINE,,,4899
0,0,2010-8-5,$115.21 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-8-8,$56.39 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2010-8-9,$64.34 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-8-9,$73.55 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2010-8-11,$77.78 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-8-11,$41.19 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-8-12,$37.47 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-8-13,$32.13 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-8-17,$31.41 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-8-17,$123.19 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-8-17,$33.76 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-8-19,$36.42 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-8-20,$69.00 ,Swipe Transaction,North Las Vegas,NV,89031.0,7538
0,0,2010-8-20,$13.07 ,Swipe Transaction,North Las Vegas,NV,89030.0,5541
0,0,2010-8-24,$37.52 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-8-25,$132.41 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-8-25,$13.80 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-8-26,$168.45 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-8-26,$31.22 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-8-26,$12.41 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2010-8-29,$47.75 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-8-30,$44.16 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-8-30,$5.54 ,Online Transaction,ONLINE,,,5815
0,0,2010-9-1,$36.25 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-9-1,$45.18 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-9-2,$153.06 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-2,$39.15 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-3,$109.28 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-5,$34.04 ,Swipe Transaction,La Verne,CA,91750.0,5813
0,0,2010-9-8,$140.00 ,Swipe Transaction,Mira Loma,CA,91752.0,4829
0,0,2010-9-9,$39.03 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-9-9,$1.66 ,Swipe Transaction,La Verne,CA,91750.0,7542
0,0,2010-9-10,$69.93 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-13,$37.96 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-9-14,$40.68 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-16,$140.00 ,Swipe Transaction,Mira Loma,CA,91752.0,4829
0,0,2010-9-16,$17.81 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-9-17,$22.26 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-17,$86.42 ,Swipe Transaction,La Verne,CA,91750.0,5310
0,0,2010-9-19,$47.70 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-21,$45.18 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-9-21,$96.90 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-9-21,$44.90 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-21,$9.64 ,Swipe Transaction,Mira Loma,CA,91752.0,5812
0,0,2010-9-22,$148.04 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-9-23,$167.56 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-9-23,$156.05 ,Swipe Transaction,La Verne,CA,91750.0,4900
0,0,2010-9-26,$34.00 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-9-26,$10.62 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2010-9-27,$124.73 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-27,$44.28 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-9-28,$16.63 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-9-28,$59.37 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-9-29,$144.49 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-9-29,$41.32 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-9-30,$45.28 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-9-30,$4.12 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-10-1,$50.71 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-10-1,$6.05 ,Online Transaction,ONLINE,,,5815
0,0,2010-10-2,$140.95 ,Online Transaction,ONLINE,,,5311
0,0,2010-10-3,$141.66 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-10-3,$45.25 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-10-5,$128.62 ,Swipe Transaction,New Smyrna Beach,FL,32170.0,5411
0,0,2010-10-5,$393.00 ,Online Transaction,ONLINE,,,4722
0,0,2010-10-8,-$393.00,Online Transaction,ONLINE,,,4722
0,0,2010-10-8,$161.78 ,Online Transaction,ONLINE,,,4722
0,0,2010-10-10,$111.82 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-10-10,$138.33 ,Swipe Transaction,La Verne,CA,91750.0,4900
0,0,2010-10-11,$113.75 ,Swipe Transaction,La Verne,CA,91750.0,5310
0,0,2010-10-12,$41.80 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-10-14,$134.17 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-10-15,$134.86 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2010-10-16,$129.59 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-10-16,$69.66 ,Swipe Transaction,Spring Valley,CA,91978.0,5311
0,0,2010-10-18,$22.87 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-10-19,$15.64 ,Swipe Transaction,La Verne,CA,91750.0,5310
0,0,2010-10-20,$51.75 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-10-20,$2.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-10-20,$3.22 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-10-21,$134.02 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-10-22,$69.10 ,Swipe Transaction,Ontario,CA,91761.0,5211
0,0,2010-10-23,$103.58 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2010-10-23,$100.34 ,Swipe Transaction,Monterey Park,CA,91754.0,4131
0,0,2010-10-24,$63.38 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-10-25,$41.84 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-10-27,$13.45 ,Swipe Transaction,La Verne,CA,91750.0,5812
0,0,2010-10-29,$59.78 ,Swipe Transaction,Panama City,FL,32408.0,5311
0,0,2010-10-29,$55.19 ,Swipe Transaction,Panama City,FL,32404.0,7349
0,0,2010-11-3,$30.78 ,Swipe Transaction,Mira Loma,CA,91752.0,4814
0,0,2010-11-4,$29.99 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-11-6,$2.55 ,Swipe Transaction,La Verne,CA,91750.0,7542
0,0,2010-11-8,$75.11 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-11-8,$127.80 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-11-8,$7.22 ,Online Transaction,ONLINE,,,5815
0,0,2010-11-9,$6.07 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-11-9,$5.12 ,Online Transaction,ONLINE,,,5815
0,0,2010-11-16,$136.07 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-11-16,$36.33 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-11-17,$141.97 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-11-17,$36.37 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-11-19,$45.16 ,Online Transaction,ONLINE,,,7349
0,0,2010-11-20,$1.56 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2010-11-20,$14.89 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-11-21,$121.28 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-11-21,$11.52 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2010-11-22,$35.45 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-11-22,$71.31 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-11-22,$33.90 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-11-30,$24.12 ,Online Transaction,ONLINE,,,7349
0,0,2010-12-2,$133.14 ,Swipe Transaction,Mira Loma,CA,91752.0,4814
0,0,2010-12-4,$39.44 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-12-4,$125.11 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-12-5,$142.02 ,Swipe Transaction,La Verne,CA,91750.0,4900
0,0,2010-12-5,$4.29 ,Online Transaction,ONLINE,,,5815
0,0,2010-12-5,$68.70 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2010-12-6,$94.42 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2010-12-7,$214.32 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2010-12-9,$51.73 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-12-12,$61.51 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2010-12-12,$81.30 ,Swipe Transaction,La Verne,CA,91750.0,5812
0,0,2010-12-14,$30.07 ,Swipe Transaction,La Verne,CA,91750.0,5251
0,0,2010-12-16,$9.11 ,Swipe Transaction,Mira Loma,CA,91752.0,5812
0,0,2010-12-17,$25.39 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-12-18,$137.38 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2010-12-18,$41.67 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2010-12-19,$42.04 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2010-12-19,$147.85 ,Online Transaction,ONLINE,,,4814
0,0,2010-12-21,$87.97 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2011-1-2,$79.88 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2011-1-2,$91.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2011-1-2,-$91.00,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2011-1-3,$42.97 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2011-1-3,$10.47 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2011-1-3,$54.25 ,Swipe Transaction,Ontario,CA,91761.0,5211
0,0,2011-1-4,$39.40 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2011-1-5,$30.65 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2011-1-6,$19.03 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2011-1-7,$38.49 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2011-1-8,$142.91 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2011-1-10,$32.59 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2011-1-10,$50.96 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2011-1-10,$75.00 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2011-1-10,-$75.00,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2011-1-10,$6.99 ,Online Transaction,ONLINE,,,5815
0,0,2011-1-10,$75.91 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2011-1-11,$60.04 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2011-1-12,$43.94 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2011-1-16,$13.79 ,Swipe Transaction,La Verne,CA,91750.0,7210
0,0,2011-1-17,$83.01 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2011-1-17,$7.00 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2011-1-19,$42.02 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2011-1-21,$38.76 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2011-1-23,$40.95 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2011-1-23,$156.85 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2011-1-25,$40.16 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2011-1-28,$28.10 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2011-1-28,$173.04 ,Swipe Transaction,La Verne,CA,91750.0,4900
0,0,2011-1-28,$138.14 ,Swipe Transaction,La Verne,CA,91750.0,8041
0,0,2011-1-30,$36.44 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2011-1-31,$81.75 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2011-2-1,$131.92 ,Online Transaction,ONLINE,,,4900
0,0,2011-2-2,$161.62 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2011-2-3,$3.27 ,Swipe Transaction,La Verne,CA,91750.0,8099
0,0,2011-2-5,$151.83 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2011-2-7,$115.90 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2011-2-7,$60.88 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2011-2-8,$38.59 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2011-2-8,$50.30 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2011-2-10,$45.71 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2011-2-11,$93.07 ,Swipe Transaction,La Verne,CA,91750.0,4900
0,0,2011-2-12,$105.36 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2011-2-12,$12.79 ,Swipe Transaction,Mira Loma,CA,91752.0,5812
0,0,2011-2-14,$40.88 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2011-2-14,$47.32 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2011-2-16,$30.86 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2011-2-17,$115.19 ,Online Transaction,ONLINE,,,5311
0,0,2011-2-17,$30.44 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2011-2-17,$46.44 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2011-2-17,$111.50 ,Swipe Transaction,Spring Valley,CA,91978.0,5311
